chr	start	end	Element name	Gene	class	Cell type	Fraction change in gene expr	Adjusted p-value	Significant	RNA readout method	Perturbation method	nKO	nCtrl	semKO	semCtrl	Power to detect 25% effects	Gene TSS	Normalized HiC Contacts	DHS (RPM)	H3K27ac (RPM)	Activity	ABC Score	Reference
chrX	47436745	47437245	genic|chrX:47436745-47437245	GATA1	genic	K562	-0.00162009	0.966121062391	0	FlowFISH Screen	KRAB-dCas9	58	3858	0.014967114424	0.00251616243117	1	48644981	1.44210852370643	0.505324	0.204722	0.321636	5.23596134399586E-05	This study
chrX	47438845	47439365	genic|chrX:47438845-47439365	GATA1	genic	K562	0.00749586	0.966121062391	0	FlowFISH Screen	KRAB-dCas9	44	3858	0.0201152055083	0.00251616243117	1	48644981	1.44275168786227	0.903444	1.842501	1.285822	0.000209414273054	This study
chrX	47441405	47441939	promoter|chrX:47441405-47441939	GATA1	promoter	K562	0.03514702	0.240132435561	0	FlowFISH Screen	KRAB-dCas9	59	3858	0.0237549064551	0.00251616243117	1	48644981	0.361678624796423	10.99459	5.936948	8.092529	0.000330400687627	This study
chrX	47446585	47447085	promoter|chrX:47446585-47447085	GATA1	promoter	K562	-0.03637721	0.953750080879	0	FlowFISH Screen	KRAB-dCas9	49	3858	0.0180939145591	0.00251616243117	1	48644981	0.363268837906953	0.504084	0.307083	0.393439	1.61339009937784E-05	This study
chrX	47454985	47455485	genic|chrX:47454985-47455485	GATA1	genic	K562	-0.04920592	0.966121062391	0	FlowFISH Screen	KRAB-dCas9	7	3858	0.0359509012832	0.00251616243117	0.999847822814	48644981	0.365885785807081	0.571271	0	0	0	This study
chrX	47467865	47468365	genic|chrX:47467865-47468365	GATA1	genic	K562	0.02798587	0.527542006862	0	FlowFISH Screen	KRAB-dCas9	54	3858	0.0276869944234	0.00251616243117	1	48644981	0.369971583603895	1.785573	2.047223	1.912818	7.98869524369086E-05	This study
chrX	47479006	47479645	promoter|chrX:47479006-47479645	GATA1	promoter	K562	-0.00309752	0.966121062391	0	FlowFISH Screen	KRAB-dCas9	73	3858	0.0155553074055	0.00251616243117	1	48644981	1.56774022003814	2.583016	0.307083	0.890614	0.000157614966255	This study
chrX	47488305	47488805	genic|chrX:47488305-47488805	GATA1	genic	K562	-0.00835689	0.969072295775	0	FlowFISH Screen	KRAB-dCas9	33	3858	0.0221776554742	0.00251616243117	1	48644981	0.376643902320308	0.551934	0.614167	0.582221	2.47544135508371E-05	This study
chrX	47489045	47490045	promoter|chrX:47489045-47490045	GATA1	promoter	K562	0.01648917	0.527542006862	0	FlowFISH Screen	KRAB-dCas9	95	3858	0.0197306937805	0.00251616243117	1	48644981	0.376973114077661	2.46748	2.047223	2.240844	9.53577150597166E-05	This study
chrX	47493305	47493805	intergenic|chrX:47493305-47493805	GATA1	intergenic	K562	0.00707048	0.966121062391	0	FlowFISH Screen	KRAB-dCas9	22	3858	0.0663510907299	0.00251616243117	0.996894167831	48644981	0.378312424364481	0.750368	0.409445	0.554291	2.36713085744868E-05	This study
chrX	47507005	47507505	genic|chrX:47507005-47507505	GATA1	genic	K562	0.04541731	0.527542006862	0	FlowFISH Screen	KRAB-dCas9	25	3858	0.051274085195	0.00251616243117	0.99985532877	48644981	0.382959915025885	1.813898	0.204722	0.609378	2.63435272798175E-05	This study
chrX	47508545	47509125	genic|chrX:47508545-47509125	GATA1	genic	K562	0.01086054	0.966121062391	0	FlowFISH Screen	KRAB-dCas9	39	3858	0.0415062012068	0.00251616243117	0.999999101783	48644981	0.383503168372769	0.972093	4.40153	2.062925	8.93071500885053E-05	This study
chrX	47509425	47510405	promoter|chrX:47509425-47510405	GATA1	promoter	K562	-0.00834471	0.966121062391	0	FlowFISH Screen	KRAB-dCas9	142	3858	0.0186891587564	0.00251616243117	1	48644981	0.383875383147114	21.815775	7.677087	12.937034	0.000560607389282	This study
chrX	47517845	47518905	promoter|chrX:47517845-47518905	GATA1	promoter	K562	-0.01813965	0.966121062391	0	FlowFISH Screen	KRAB-dCas9	120	3858	0.0102562543807	0.00251616243117	1	48644981	2.34418071237745	21.741786	26.818625	24.239399	0.00641426312122	This study
chrX	47521565	47522065	intergenic|chrX:47521565-47522065	GATA1	intergenic	K562	-0.01387595	0.999247758404	0	FlowFISH Screen	KRAB-dCas9	19	3858	0.0281032794151	0.00251616243117	0.99999999983	48644981	0.388024408193571	11.870691	6.858198	9.04925	0.000396374280819	This study
chrX	47522405	47522905	intergenic|chrX:47522405-47522905	GATA1	intergenic	K562	0.03349154	0.966121062391	0	FlowFISH Screen	KRAB-dCas9	5	3858	0.094929145484	0.00251616243117	0.872521917456	48644981	0.388320631085026	0.839515	3.889724	1.813442	7.94928321348891E-05	This study
chrX	47524065	47524605	intergenic|chrX:47524065-47524605	GATA1	intergenic	K562	-0.00367084	0.966121062391	0	FlowFISH Screen	KRAB-dCas9	24	3858	0.0265782556289	0.00251616243117	0.999999999998	48644981	0.388914419473866	2.711105	2.866113	2.783404	0.000122198008421	This study
chrX	47535285	47536065	intergenic|chrX:47535285-47536065	GATA1	intergenic	K562	-0.03081506	0.966121062391	0	FlowFISH Screen	KRAB-dCas9	7	3858	0.0528156134204	0.00251616243117	0.993068843806	48644981	0.392969901683888	12.417344	1.74014	4.581996	0.00020325808489	This study
chrX	47542805	47543305	intergenic|chrX:47542805-47543305	GATA1	intergenic	K562	-0.01388888	0.999247758404	0	FlowFISH Screen	KRAB-dCas9	42	3858	0.0157821842479	0.00251616243117	1	48644981	0.395654370324849	13.162533	7.88181	10.196667	0.000455415742647	This study
chrX	47544885	47545405	intergenic|chrX:47544885-47545405	GATA1	intergenic	K562	-0.06628801	0.711288224302	0	FlowFISH Screen	KRAB-dCas9	22	3858	0.0266244834326	0.00251616243117	0.999999999995	48644981	0.396421202523852	0.692727	0.307083	0.461219	2.06394395346805E-05	This study
chrX	47565865	47566925	promoter|chrX:47565865-47566925	GATA1	promoter	K562	-0.04886582	0.567276759732	0	FlowFISH Screen	KRAB-dCas9	61	3858	0.0144767401668	0.00251616243117	1	48644981	0.404387968337764	1.950598	1.535417	1.746689	7.97347517225404E-05	This study
chrX	47570625	47571185	genic|chrX:47570625-47571185	GATA1	genic	K562	-0.02003157	0.966121062391	0	FlowFISH Screen	KRAB-dCas9	31	3858	0.0214184655721	0.00251616243117	1	48644981	2.77076522076669	1.798616	2.763751	2.231929	0.000698094052749	This study
chrX	47571945	47572585	genic|chrX:47571945-47572585	GATA1	genic	K562	0.03923591	0.953750080879	0	FlowFISH Screen	KRAB-dCas9	9	3858	0.0395807000749	0.00251616243117	0.999862484834	48644981	2.771290295518	9.383903	4.810975	6.742913	0.002109421715731	This study
chrX	47612005	47612505	intergenic|chrX:47612005-47612505	GATA1	intergenic	K562	0.01105885	0.966121062391	0	FlowFISH Screen	KRAB-dCas9	17	3858	0.0345310031477	0.00251616243117	0.999999707937	48644981	0.422707208026973	0.850034	0.511806	0.659588	3.14735864985644E-05	This study
chrX	47632105	47632605	intergenic|chrX:47632105-47632605	GATA1	intergenic	K562	-0.02735355	0.966121062391	0	FlowFISH Screen	KRAB-dCas9	39	3858	0.01519901738	0.00251616243117	1	48644981	0.431263347582586	0.593641	0.102361	0.246506	1.20006254049467E-05	This study
chrX	47655645	47656365	intergenic|chrX:47655645-47656365	GATA1	intergenic	K562	-0.02490596	0.966121062391	0	FlowFISH Screen	KRAB-dCas9	15	3858	0.0234054275638	0.00251616243117	1	48644981	0.436815159167193	2.667428	0.818889	1.477948	7.28770343478404E-05	This study
chrX	47661905	47662425	intergenic|chrX:47661905-47662425	GATA1	intergenic	K562	-0.03051975	0.966121062391	0	FlowFISH Screen	KRAB-dCas9	18	3858	0.0228679858302	0.00251616243117	1	48644981	1.71167594303421	1.303081	0.102361	0.365217	7.05677656764864E-05	This study
chrX	47674165	47674665	intergenic|chrX:47674165-47674665	GATA1	intergenic	K562	0.00837237	0.966121062391	0	FlowFISH Screen	KRAB-dCas9	38	3858	0.0160722521538	0.00251616243117	1	48644981	0.436815159167193	1.272814	0.614167	0.884152	4.35971872303435E-05	This study
chrX	47676765	47677285	intergenic|chrX:47676765-47677285	GATA1	intergenic	K562	0.02231264	0.929145142314	0	FlowFISH Screen	KRAB-dCas9	25	3858	0.0224747459955	0.00251616243117	1	48644981	0.436815159167193	4.209425	0.511806	1.467796	7.2376443222375E-05	This study
chrX	47691105	47691705	intergenic|chrX:47691105-47691705	GATA1	intergenic	K562	-0.03549121	0.966121062391	0	FlowFISH Screen	KRAB-dCas9	20	3858	0.0219511309506	0.00251616243117	1	48644981	0.436815159167193	0.651352	0.204722	0.365164	1.80060931579425E-05	This study
chrX	47695565	47696550	promoter|chrX:47695565-47696550	GATA1	promoter	K562	-0.01076808	0.975524242005	0	FlowFISH Screen	KRAB-dCas9	102	3858	0.018322382511	0.00251616243117	1	48644981	0.436815159167193	17.082921	4.606252	8.862245	0.000436993813899	This study
chrX	47696825	47697325	genic|chrX:47696825-47697325	GATA1	genic	K562	-0.04851941	0.966121062391	0	FlowFISH Screen	KRAB-dCas9	10	3858	0.0201943314134	0.00251616243117	1	48644981	0.436815159167193	0.76273	1.433056	1.049826	5.17665069821508E-05	This study
chrX	47740185	47740725	genic|chrX:47740185-47740725	GATA1	genic	K562	-0.03039546	0.966121062391	0	FlowFISH Screen	KRAB-dCas9	15	3858	0.0298050315223	0.00251616243117	0.999999990404	48644981	0.436815159167193	0.616618	0	0	0	This study
chrX	47795865	47796365	intergenic|chrX:47795865-47796365	GATA1	intergenic	K562	-0.00852536	0.981242852345	0	FlowFISH Screen	KRAB-dCas9	18	3858	0.0203800060699	0.00251616243117	1	48644981	2.09063551218112	7.434399	0.204722	1.233682	0.000291149056312	This study
chrX	47799825	47800345	intergenic|chrX:47799825-47800345	GATA1	intergenic	K562	-0.0954285	0.929145142314	0	FlowFISH Screen	KRAB-dCas9	5	3858	0.0548670106181	0.00251616243117	0.975573845737	48644981	0.436815159167193	1.006387	0	0	0	This study
chrX	47818245	47818745	intergenic|chrX:47818245-47818745	GATA1	intergenic	K562	-0.00460516	0.966121062391	0	FlowFISH Screen	KRAB-dCas9	32	3858	0.025037551092	0.00251616243117	1	48644981	1.88003516651517	1.216662	0.307083	0.611239	0.000129721172322	This study
chrX	47863127	47863983	promoter|chrX:47863127-47863983	GATA1	promoter	K562	-0.02354755	0.966121062391	0	FlowFISH Screen	KRAB-dCas9	52	3858	0.0173165267135	0.00251616243117	1	48644981	0.436815159167193	3.802187	5.527503	4.568553	0.000225273550829	This study
chrX	47884985	47885485	intergenic|chrX:47884985-47885485	GATA1	intergenic	K562	0.06315883	0.130619421031	0	FlowFISH Screen	KRAB-dCas9	30	3858	0.0546930104702	0.00251616243117	0.999762626228	48644981	0.436815159167193	2.487239	0.204722	0.713574	3.51860531681262E-05	This study
chrX	47885945	47886505	intergenic|chrX:47885945-47886505	GATA1	intergenic	K562	0.00681756	0.966121062391	0	FlowFISH Screen	KRAB-dCas9	44	3858	0.0378791261645	0.00251616243117	0.999999944774	48644981	0.436815159167193	2.299367	0.614167	1.188361	5.85976133224132E-05	This study
chrX	47942525	47943025	intergenic|chrX:47942525-47943025	GATA1	intergenic	K562	-0.01072866	0.987632519511	0	FlowFISH Screen	KRAB-dCas9	36	3858	0.0179623808193	0.00251616243117	1	48644981	1.65188843707446	0.866248	0	0	0	This study
chrX	48310005	48310525	intergenic|chrX:48310005-48310525	GATA1	intergenic	K562	-0.0031032	0.966121062391	0	FlowFISH Screen	KRAB-dCas9	19	3858	0.0210678305573	0.00251616243117	1	48644981	1.81421458674599	0.777193	0.511806	0.630694	0.000129163911764	This study
chrX	48325705	48326225	genic|chrX:48325705-48326225	GATA1	genic	K562	-0.05252903	0.595262159861	0	FlowFISH Screen	KRAB-dCas9	48	3858	0.0151372840685	0.00251616243117	1	48644981	3.61659585256417	2.764476	6.039309	4.089374	0.001669516235375	This study
chrX	48326465	48327005	genic|chrX:48326465-48327005	GATA1	genic	K562	-0.01888453	0.966121062391	0	FlowFISH Screen	KRAB-dCas9	41	3858	0.0264884435397	0.00251616243117	1	48644981	3.61659585256417	1.119672	6.346392	2.669045	0.001089656744638	This study
chrX	48327665	48328225	promoter|chrX:48327665-48328225	GATA1	promoter	K562	-0.03011348	0.966121062391	0	FlowFISH Screen	KRAB-dCas9	41	3858	0.0154344215399	0.00251616243117	1	48644981	3.61659585256417	1.798025	5.220419	3.051885	0.00124595391764	This study
chrX	48328394	48328985	promoter|chrX:48328394-48328985	GATA1	promoter	K562	-0.02310479	0.966121062391	0	FlowFISH Screen	KRAB-dCas9	65	3858	0.0147723098938	0.00251616243117	1	48644981	3.61659585256417	3.073333	4.196808	3.594731	0.001467574686567	This study
chrX	48329085	48329585	promoter|chrX:48329085-48329585	GATA1	promoter	K562	-0.0337003	0.966121062391	0	FlowFISH Screen	KRAB-dCas9	37	3858	0.0193271724316	0.00251616243117	1	48644981	3.61659585256417	0.693444	1.535417	1.041447	0.000425178199593	This study
chrX	48331265	48331765	intergenic|chrX:48331265-48331765	GATA1	intergenic	K562	-0.0561001	0.754057073809	0	FlowFISH Screen	KRAB-dCas9	31	3858	0.0227849210396	0.00251616243117	1	48644981	0.436815159167193	0.526232	0.409445	0.464183	2.28886810866712E-05	This study
chrX	48332405	48332905	intergenic|chrX:48332405-48332905	GATA1	intergenic	K562	-0.03666456	0.966121062391	0	FlowFISH Screen	KRAB-dCas9	29	3858	0.0217684847891	0.00251616243117	1	48644981	0.436815159167193	0.658093	0.511806	0.580361	2.86173725538023E-05	This study
chrX	48334158	48334705	promoter|chrX:48334158-48334705	GATA1	promoter	K562	-0.02963383	0.966121062391	0	FlowFISH Screen	KRAB-dCas9	53	3858	0.0136085218398	0.00251616243117	1	48644981	0.436815159167193	9.753902	15.354175	12.205732	0.000601859842298	This study
chrX	48345785	48346285	intergenic|chrX:48345785-48346285	GATA1	intergenic	K562	-0.0275348	0.966121062391	0	FlowFISH Screen	KRAB-dCas9	41	3858	0.020558999286	0.00251616243117	1	48644981	4.2618468465154	5.027635	4.196808	4.597324	0.002211753821548	This study
chrX	48350605	48351345	intergenic|chrX:48350605-48351345	GATA1	intergenic	K562	-0.01948559	0.966121062391	0	FlowFISH Screen	KRAB-dCas9	72	3858	0.0148737338547	0.00251616243117	1	48644981	1.17455219786112	4.244369	1.74014	2.678841	0.00035518375518	This study
chrX	48352405	48352925	intergenic|chrX:48352405-48352925	GATA1	intergenic	K562	-0.02747489	0.966121062391	0	FlowFISH Screen	KRAB-dCas9	54	3858	0.0238195933104	0.00251616243117	1	48644981	1.17455219786112	1.288563	0.204722	0.513609	6.80986939181847E-05	This study
chrX	48354985	48355505	intergenic|chrX:48354985-48355505	GATA1	intergenic	K562	-0.0406112	0.953750080879	0	FlowFISH Screen	KRAB-dCas9	36	3858	0.0192336376595	0.00251616243117	1	48644981	1.52418435286361	1.932327	0.511806	0.994477	0.000171106330488	This study
chrX	48356645	48357245	intergenic|chrX:48356645-48357245	GATA1	intergenic	K562	-0.02127837	0.966121062391	0	FlowFISH Screen	KRAB-dCas9	42	3858	0.0192602192109	0.00251616243117	1	48644981	1.52418435286361	1.183926	0.614167	0.85272	0.000146716103171	This study
chrX	48364025	48364525	intergenic|chrX:48364025-48364525	GATA1	intergenic	K562	-0.06071511	0.966121062391	0	FlowFISH Screen	KRAB-dCas9	9	3858	0.0266816104826	0.00251616243117	0.999999963717	48644981	1.50901197416378	0.586805	0.204722	0.346599	5.90410165881021E-05	This study
chrX	48366645	48367596	promoter|chrX:48366645-48367596	GATA1	promoter	K562	-0.01701628	0.966121062391	0	FlowFISH Screen	KRAB-dCas9	112	3858	0.0162716103273	0.00251616243117	1	48644981	5.09089213783505	4.522263	3.889724	4.186641	0.002405987979273	This study
chrX	48369845	48370345	genic|chrX:48369845-48370345	GATA1	genic	K562	0.02432644	0.527542006862	0	FlowFISH Screen	KRAB-dCas9	58	3858	0.0200596742676	0.00251616243117	1	48644981	1.37483384731002	0.594639	0	0	0	This study
chrX	48371925	48372445	genic|chrX:48371925-48372445	GATA1	genic	K562	-0.00311111	0.966121062391	0	FlowFISH Screen	KRAB-dCas9	43	3858	0.0228736368807	0.00251616243117	1	48644981	1.37483384731002	1.134753	0.716528	0.901712	0.000139943232168	This study
chrX	48372685	48373245	genic|chrX:48372685-48373245	GATA1	genic	K562	-0.03069641	0.966121062391	0	FlowFISH Screen	KRAB-dCas9	65	3858	0.0149934858993	0.00251616243117	1	48644981	1.37483384731002	0.771282	0.511806	0.628291	9.75090420020979E-05	This study
chrX	48379245	48379745	promoter|chrX:48379245-48379745	GATA1	promoter	K562	-0.0147761	0.990403432547	0	FlowFISH Screen	KRAB-dCas9	36	3858	0.0388248093557	0.00251616243117	0.999999783889	48644981	2.50276116481873	1.48897	4.40153	2.569616	0.000725974674394	This study
chrX	48379825	48380413	promoter|chrX:48379825-48380413	GATA1	promoter	K562	-0.02282136	0.966121062391	0	FlowFISH Screen	KRAB-dCas9	46	3858	0.0148043391748	0.00251616243117	1	48644981	2.66181714948731	17.287912	5.732225	9.9245	0.002982089614455	This study
chrX	48389085	48389585	intergenic|chrX:48389085-48389585	GATA1	intergenic	K562	0.08810262	0.858038166634	0	FlowFISH Screen	KRAB-dCas9	4	3858	0.0965010573479	0.00251616243117	0.828170560309	48644981	1.99113948748033	0.62702	0.511806	0.566493	0.000127329803354	This study
chrX	48389965	48390465	intergenic|chrX:48389965-48390465	GATA1	intergenic	K562	-0.01506714	0.990403432547	0	FlowFISH Screen	KRAB-dCas9	14	3858	0.0371095331923	0.00251616243117	0.99999551619	48644981	1.30757922322805	4.146809	4.40153	4.260755	0.000628909867713	This study
chrX	48390485	48390985	intergenic|chrX:48390485-48390985	GATA1	intergenic	K562	-0.0114528	0.990403432547	0	FlowFISH Screen	KRAB-dCas9	15	3858	0.0343249855102	0.00251616243117	0.999999476737	48644981	1.30757922322805	1.085238	2.047223	1.491239	0.000220114726666	This study
chrX	48397625	48398805	promoter|chrX:48397625-48398805	GATA1	promoter	K562	0.01602537	0.43466499127	0	FlowFISH Screen	KRAB-dCas9	124	3858	0.0152726423831	0.00251616243117	1	48644981	4.7615858600009	22.094154	6.653476	12.101137	0.006504465776299	This study
chrX	48405705	48406205	genic|chrX:48405705-48406205	GATA1	genic	K562	-0.0164895	0.990403432547	0	FlowFISH Screen	KRAB-dCas9	14	3858	0.0323365551607	0.00251616243117	0.999999824038	48644981	2.93334459612701	4.518952	0.409445	1.360252	0.000450418576233	This study
chrX	48414025	48414525	genic|chrX:48414025-48414525	GATA1	genic	K562	-0.01870058	0.990403432547	0	FlowFISH Screen	KRAB-dCas9	5	3858	0.040788932719	0.00251616243117	0.995951753967	48644981	1.86870821993487	0.485042	0.102361	0.22282	4.70034246083734E-05	This study
chrX	48428185	48428765	intergenic|chrX:48428185-48428765	GATA1	intergenic	K562	0.07989596	0.130619421031	0	FlowFISH Screen	KRAB-dCas9	20	3858	0.0788912609656	0.00251616243117	0.988030739774	48644981	4.93728356104254	0.745908	0.92125	0.828956	0.000462012137791	This study
chrX	48431145	48431645	intergenic|chrX:48431145-48431645	GATA1	intergenic	K562	-0.02853758	0.966121062391	0	FlowFISH Screen	KRAB-dCas9	8	3858	0.0891266492865	0.00251616243117	0.938703730991	48644981	1.62609666304609	0.440312	0.92125	0.636897	0.000116909390726	This study
chrX	48432005	48432990	promoter|chrX:48432005-48432990	GATA1	promoter	K562	0.02368874	0.527542006862	0	FlowFISH Screen	KRAB-dCas9	60	3858	0.0278796699624	0.00251616243117	1	48644981	1.62609666304609	19.773029	28.763487	23.898624	0.00438685308776	This study
chrX	48433045	48433565	promoter|chrX:48433045-48433565	GATA1	promoter	K562	-0.00025634	0.966121062391	0	FlowFISH Screen	KRAB-dCas9	45	3858	0.0353968220771	0.00251616243117	0.999999993867	48644981	1.62609666304609	4.775112	25.999736	11.156521	0.002047901109181	This study
chrX	48438965	48439465	genic|chrX:48438965-48439465	GATA1	genic	K562	-0.02845627	0.966121062391	0	FlowFISH Screen	KRAB-dCas9	22	3858	0.0195664965664	0.00251616243117	1	48644981	4.57931614078917	0.661352	0.102361	0.260185	0.000134498275977	This study
chrX	48448065	48448605	intergenic|chrX:48448065-48448605	GATA1	intergenic	K562	-0.01689216	0.978699126771	0	FlowFISH Screen	KRAB-dCas9	55	3858	0.0185523952857	0.00251616243117	1	48644981	7.28462325538913	1.046029	9.519588	3.161765	0.002599983063378	This study
chrX	48449085	48449585	intergenic|chrX:48449085-48449585	GATA1	intergenic	K562	-0.06139947	0.858038166634	0	FlowFISH Screen	KRAB-dCas9	20	3858	0.029817825418	0.00251616243117	0.999999998895	48644981	7.28462325538913	0.435323	3.070835	1.153215	0.000948311929708	This study
chrX	48449665	48450385	intergenic|chrX:48449665-48450385	GATA1	intergenic	K562	-0.00298228	0.966121062391	0	FlowFISH Screen	KRAB-dCas9	36	3858	0.042315782105	0.00251616243117	0.999998227595	48644981	3.27088155641572	2.041337	3.992085	2.864449	0.001057644578657	This study
chrX	48450485	48450985	intergenic|chrX:48450485-48450985	GATA1	intergenic	K562	-0.03406155	0.966121062391	0	FlowFISH Screen	KRAB-dCas9	42	3858	0.0152686509128	0.00251616243117	1	48644981	3.27088155641572	0.903444	1.535417	1.192585	0.000440339855881	This study
chrX	48451105	48451605	intergenic|chrX:48451105-48451605	GATA1	intergenic	K562	0.015207	0.966121062391	0	FlowFISH Screen	KRAB-dCas9	21	3858	0.0321839410301	0.00251616243117	0.999999989068	48644981	3.27088155641572	0.445819	0.716528	0.565192	0.000208686646088	This study
chrX	48454285	48454805	intergenic|chrX:48454285-48454805	GATA1	intergenic	K562	-0.01034336	0.990403432547	0	FlowFISH Screen	KRAB-dCas9	16	3858	0.0506302096638	0.00251616243117	0.999614942691	48644981	3.27088155641572	1.442484	0.818889	1.086847	0.000401298063739	This study
chrX	48455565	48456805	promoter|chrX:48455565-48456805	GATA1	promoter	K562	-0.02875989	0.929145142314	0	FlowFISH Screen	KRAB-dCas9	147	3858	0.0118091342927	0.00251616243117	1	48644981	12.3561680755143	25.150555	21.0864	23.049134	0.032149354338478	This study
chrX	48470045	48470565	intergenic|chrX:48470045-48470565	GATA1	intergenic	K562	-0.00712771	0.966121062391	0	FlowFISH Screen	KRAB-dCas9	27	3858	0.0177151211166	0.00251616243117	1	48644981	2.29569133355226	1.265917	0	0	0	This study
chrX	48475885	48476425	intergenic|chrX:48475885-48476425	GATA1	intergenic	K562	-0.03233496	0.966121062391	0	FlowFISH Screen	KRAB-dCas9	48	3858	0.0163966429799	0.00251616243117	1	48644981	3.31641300046376	3.24184	2.354307	2.764185	0.001034831285969	This study
chrX	48487645	48488205	intergenic|chrX:48487645-48488205	GATA1	intergenic	K562	-0.01697971	0.990403432547	0	FlowFISH Screen	KRAB-dCas9	8	3858	0.0471704334662	0.00251616243117	0.998240491719	48644981	7.65799644558654	0.60213	0.102361	0.248262	0.000214614591277	This study
chrX	48489685	48490205	intergenic|chrX:48489685-48490205	GATA1	intergenic	K562	0.02929835	0.858038166634	0	FlowFISH Screen	KRAB-dCas9	24	3858	0.0288686460544	0.00251616243117	0.999999999916	48644981	7.65799644558654	12.741891	0.511806	2.553709	0.002207600088919	This study
chrX	48490385	48490885	intergenic|chrX:48490385-48490885	GATA1	intergenic	K562	0.0060084	0.966121062391	0	FlowFISH Screen	KRAB-dCas9	45	3858	0.0214208280519	0.00251616243117	1	48644981	8.47735993301071	0.972093	1.637779	1.261775	0.001207470075714	This study
chrX	48495065	48495645	intergenic|chrX:48495065-48495645	GATA1	intergenic	K562	-0.03178181	0.966121062391	0	FlowFISH Screen	KRAB-dCas9	17	3858	0.0254848326425	0.00251616243117	0.999999999993	48644981	4.66256480778277	1.109784	0.818889	0.953305	0.000501753704517	This study
chrX	48506625	48507125	intergenic|chrX:48506625-48507125	GATA1	intergenic	K562	-0.04291393	0.953750080879	0	FlowFISH Screen	KRAB-dCas9	30	3858	0.0179730414889	0.00251616243117	1	48644981	3.06305042507994	0.469562	0.204722	0.310046	0.000107204771261	This study
chrX	48507425	48507925	intergenic|chrX:48507425-48507925	GATA1	intergenic	K562	-0.01140841	0.990403432547	0	FlowFISH Screen	KRAB-dCas9	12	3858	0.0386744524278	0.00251616243117	0.999978155652	48644981	3.06305042507994	1.007844	0.102361	0.32119	0.000111058038102	This study
chrX	48534565	48535105	intergenic|chrX:48534565-48535105	GATA1	intergenic	K562	-0.04543462	0.527542006862	0	FlowFISH Screen	KRAB-dCas9	85	3858	0.0109968483934	0.00251616243117	1	48644981	10.4453109951189	8.0248	3.889724	5.60669	0.006610917760265	This study
chrX	48538765	48539265	intergenic|chrX:48538765-48539265	GATA1	intergenic	K562	-0.04822111	0.966121062391	0	FlowFISH Screen	KRAB-dCas9	9	3858	0.0250959184834	0.00251616243117	0.999999994729	48644981	6.26815823764368	6.03821	0.716528	2.080038	0.001471787316832	This study
chrX	48541905	48542445	promoter|chrX:48541905-48542445	GATA1	promoter	K562	-0.02342425	0.966121062391	0	FlowFISH Screen	KRAB-dCas9	66	3858	0.013978268698	0.00251616243117	1	48644981	5.89344711301282	0.987557	0.92125	0.937872	0.00062394570025	This study
chrX	48553405	48554194	promoter|chrX:48553405-48554194	GATA1	promoter	K562	-0.02071281	0.966121062391	0	FlowFISH Screen	KRAB-dCas9	49	3858	0.0146028521301	0.00251616243117	1	48644981	4.33072257879418	1.056039	0.92125	0.969845	0.000474129012095	This study
chrX	48554625	48555165	promoter|chrX:48554625-48555165	GATA1	promoter	K562	-0.00487532	0.966121062391	0	FlowFISH Screen	KRAB-dCas9	81	3858	0.011857325088	0.00251616243117	1	48644981	4.33072257879418	11.898791	2.866113	5.883639	0.00287633997865	This study
chrX	48555265	48555805	promoter|chrX:48555265-48555805	GATA1	promoter	K562	-0.01702713	0.966121062391	0	FlowFISH Screen	KRAB-dCas9	89	3858	0.0136380166008	0.00251616243117	1	48644981	10.0929816459926	1.78093	7.472365	3.645242	0.004153169771646	This study
chrX	48559305	48559825	genic|chrX:48559305-48559825	GATA1	genic	K562	-0.01693575	0.980220550527	0	FlowFISH Screen	KRAB-dCas9	48	3858	0.0143916823434	0.00251616243117	1	48644981	10.0929816459926	1.971344	3.173196	2.498893	0.002847088580176	This study
chrX	48560285	48560825	genic|chrX:48560285-48560825	GATA1	genic	K562	-0.00186009	0.966121062391	0	FlowFISH Screen	KRAB-dCas9	66	3858	0.014308775241	0.00251616243117	1	48644981	11.3440953665802	9.594202	2.66139	5.068761	0.006490908966178	This study
chrX	48570385	48570885	intergenic|chrX:48570385-48570885	GATA1	intergenic	K562	-0.04168937	0.966121062391	0	FlowFISH Screen	KRAB-dCas9	22	3858	0.0187746563005	0.00251616243117	1	48644981	11.7538185034375	0.40325	0.307083	0.351895	0.000466902190808	This study
chrX	48573385	48573925	intergenic|chrX:48573385-48573925	GATA1	intergenic	K562	-0.0363006	0.966121062391	0	FlowFISH Screen	KRAB-dCas9	19	3858	0.0287341855878	0.00251616243117	0.999999999593	48644981	11.7538185034375	1.443794	0.614167	0.941666	0.001249423601952	This study
chrX	48594765	48595265	intergenic|chrX:48594765-48595265	GATA1	intergenic	K562	-0.00353842	0.966121062391	0	FlowFISH Screen	KRAB-dCas9	27	3858	0.0350256833634	0.00251616243117	0.999999961527	48644981	14.5409345982917	0.859408	1.228334	1.027442	0.001686488838973	This study
chrX	48595425	48596325	intergenic|chrX:48595425-48596325	GATA1	intergenic	K562	-0.02914425	0.953750080879	0	FlowFISH Screen	KRAB-dCas9	115	3858	0.0153802977591	0.00251616243117	1	48644981	14.5409345982917	24.470856	14.94473	19.355114	0.031770342012532	This study
