chromosome	enhancer_wide_start	enhancer_wide_end	enhancer_start	enhancer_end	sequence_start	sequence_end	target_start	target_end	main_tss_start	main_tss_end	main_tss_bin	validated	H3K27ac/abs(distance)	relative_tss_distance	relative_main_tss_distance	is_enhancer	dataset_name	cell_type_target	gene	Gene	Element name	ziga_key	fulco_key	fix_enhancer_wide_start	fix_enhancer_wide_end	actual_tss_distance
chr10	58266895	58268895	58179331	58179573	58071287	58464503	58210551	58325239	58267895	58268023	448	False	0.0738798907735773	-88443.0	-88443.0	True	gasperini2019	K562	IPMK	IPMK		gasperini2019_IPMK_58179331-58179573	not_fulco	58178452	58180452	88507
chr10	5006464	5008464	4941458	4942029	4810856	5204072	4950120	5064808	5003752	5003880	419	True	0.2845947765646922	-65721.0	-62009.0	True	gasperini2019	K562	AKR1C2	AKR1C2		gasperini2019_AKR1C2_4941458-4942029	not_fulco	4940743	4942743	62073
chr10	5403829	5405829	5466381	5466777	5208221	5601437	5347485	5462173	5404829	5404957	448	False	0.1415760690789473	61750.0	61750.0	True	gasperini2019	K562	TUBAL3	TUBAL3		gasperini2019_TUBAL3_5466381-5466777	not_fulco	5465579	5467579	61686
chr10	5403829	5405829	5472357	5472608	5208221	5601437	5347485	5462173	5404829	5404957	448	False	0.2518474905953912	67653.0	67653.0	True	gasperini2019	K562	TUBAL3	TUBAL3		gasperini2019_TUBAL3_5472357-5472608	not_fulco	5471482	5473482	67589
chr10	5403829	5405829	5478052	5478701	5208221	5601437	5347485	5462173	5404829	5404957	448	False	0.882172178164983	73547.0	73547.0	True	gasperini2019	K562	TUBAL3	TUBAL3		gasperini2019_TUBAL3_5478052-5478701	not_fulco	5477376	5479376	73483
chr10	5403829	5405829	5478893	5479002	5208221	5601437	5347485	5462173	5404829	5404957	448	False	0.7484396713686284	74118.0	74118.0	True	gasperini2019	K562	TUBAL3	TUBAL3		gasperini2019_TUBAL3_5478893-5479002	not_fulco	5477947	5479947	74054
chr10	71963394	71965394	71874752	71875115	71767786	72161002	71907050	72021738	71964394	71964522	448	False	0.1022973261393232	-89461.0	-89461.0	True	gasperini2019	K562	CHST3	CHST3		gasperini2019_CHST3_71874752-71875115	not_fulco	71873933	71875933	89525
chr10	71963394	71965394	71893882	71894343	71767786	72161002	71907050	72021738	71964394	71964522	448	False	0.0281824662470253	-70282.0	-70282.0	True	gasperini2019	K562	CHST3	CHST3		gasperini2019_CHST3_71893882-71894343	not_fulco	71893112	71895112	70346
chr10	72351913	72353913	72244086	72245390	72156305	72549521	72295569	72410257	72354833	72354961	463	False	0.089157628416839	-108174.59999999404	-110094.59999999404	True	gasperini2019	K562	DNAJB12	DNAJB12		gasperini2019_DNAJB12_72244086-72245390	not_fulco	72243738	72245738	110159
chr10	72351913	72353913	72254781	72255482	72156305	72549521	72295569	72410257	72354833	72354961	463	False	0.077485905441843	-97781.59999999404	-99701.59999999404	True	gasperini2019	K562	DNAJB12	DNAJB12		gasperini2019_DNAJB12_72254781-72255482	not_fulco	72254131	72256131	99766
chr10	73489334	73491334	73366794	73367213	73293726	73686942	73432990	73547678	73495966	73496094	492	False	0.0842545080102576	-123330.79999999702	-128962.79999999702	True	gasperini2019	K562	PPP3CB	PPP3CB		gasperini2019_PPP3CB_73366794-73367213	not_fulco	73366003	73368003	129027
chr10	73411178	73413178	73366794	73367213	73215570	73608786	73354834	73469522	73413970	73414098	462	False	0.2313458417685941	-45175.333333328366	-46967.333333328366	True	gasperini2019	K562	ANXA7	ANXA7		gasperini2019_ANXA7_73366794-73367213	not_fulco	73366003	73368003	47031
chr10	73429925	73431925	73366794	73367213	73234317	73627533	73373581	73488269	73428237	73428365	427	False	0.1774454921387628	-63922.0	-61234.0	True	gasperini2019	K562	MSS51	MSS51		gasperini2019_MSS51_73366794-73367213	not_fulco	73366003	73368003	61298
chr10	73246256	73248256	73366794	73367213	73050648	73443864	73189912	73304600	73247256	73247384	448	False	0.0907387848182	119747.0	119747.0	True	gasperini2019	K562	DNAJC9	DNAJC9		gasperini2019_DNAJC9_73366794-73367213	not_fulco	73366003	73368003	119683
chr10	73997113	73999113	73956407	73957007	73801505	74194721	73940769	74055457	73998113	73998241	448	False	0.4640086506182679	-41406.0	-41406.0	True	gasperini2019	K562	VCL	VCL		gasperini2019_VCL_73956407-73957007	not_fulco	73955707	73957707	41470
chr10	73997113	73999113	73957357	73957704	73801505	74194721	73940769	74055457	73998113	73998241	448	False	0.4603398147777394	-40583.0	-40583.0	True	gasperini2019	K562	VCL	VCL		gasperini2019_VCL_73957357-73957704	not_fulco	73956530	73958530	40647
chr10	73997113	73999113	73991783	73992213	73801505	74194721	73940769	74055457	73998113	73998241	448	True	2.9784434408217497	-6115.0	-6115.0	True	gasperini2019	K562	VCL	VCL		gasperini2019_VCL_73991783-73992213	not_fulco	73990998	73992998	6179
chr10	73997113	73999113	73993230	73993513	73801505	74194721	73940769	74055457	73998113	73998241	448	True	3.2194394836039644	-4742.0	-4742.0	True	gasperini2019	K562	VCL	VCL		gasperini2019_VCL_73993230-73993513	not_fulco	73992371	73994371	4806
chr10	92545822	92547822	92590690	92591098	92350214	92743430	92489478	92604166	92573958	92574086	660	False	0.8826958516311166	44072.25	16936.25	True	gasperini2019	K562	IDE	IDE		gasperini2019_IDE_92590690-92591098	not_fulco	92589894	92591894	16872
chr10	92690268	92692268	92575114	92575202	92494660	92887876	92633924	92748612	92689860	92689988	437	False	0.1377724059546695	-116110.0	-114702.0	True	gasperini2019	K562	HHEX	HHEX		gasperini2019_HHEX_92575114-92575202	not_fulco	92574158	92576158	114766
chr10	92690268	92692268	92590690	92591098	92494660	92887876	92633924	92748612	92689860	92689988	437	False	0.1510575108338975	-100374.0	-98966.0	True	gasperini2019	K562	HHEX	HHEX		gasperini2019_HHEX_92590690-92591098	not_fulco	92589894	92591894	99030
chr10	92690268	92692268	92699334	92700177	92494660	92887876	92633924	92748612	92689860	92689988	437	False	1.6956196311268317	8487.0	9895.0	True	gasperini2019	K562	HHEX	HHEX		gasperini2019_HHEX_92699334-92700177	not_fulco	92698755	92700755	9831
chr10	97405294	97407294	97312930	97313315	97209686	97602902	97348950	97463638	97401302	97401430	409	False	0.0351872979089557	-93171.625	-88179.625	True	gasperini2019	K562	RRP12	RRP12		gasperini2019_RRP12_97312930-97313315	not_fulco	97312122	97314122	88244
chr10	97405294	97407294	97347333	97347813	97209686	97602902	97348950	97463638	97401302	97401430	409	False	0.0819581195370717	-58720.625	-53728.625	True	gasperini2019	K562	RRP12	RRP12		gasperini2019_RRP12_97347333-97347813	not_fulco	97346573	97348573	53793
chr10	97318270	97320270	97297803	97298390	97122662	97515878	97261926	97376614	97319270	97319398	448	False	0.6951658357537546	-21174.0	-21174.0	True	gasperini2019	K562	FRAT1	FRAT1		gasperini2019_FRAT1_97297803-97298390	not_fulco	97297096	97299096	21238
chr10	97318270	97320270	97312930	97313315	97122662	97515878	97261926	97376614	97319270	97319398	448	False	0.5046848949861744	-6148.0	-6148.0	True	gasperini2019	K562	FRAT1	FRAT1		gasperini2019_FRAT1_97312930-97313315	not_fulco	97312122	97314122	6212
chr10	100284701	100286701	100370703	100370886	100089093	100482309	100228357	100343045	100286597	100286725	455	False	0.6438777432622235	85093.20000000298	84197.20000000298	True	gasperini2019	K562	BLOC1S2	BLOC1S2		gasperini2019_BLOC1S2_100370703-100370886	not_fulco	100369794	100371794	84133
chr10	100284701	100286701	100371111	100371629	100089093	100482309	100228357	100343045	100286597	100286725	455	False	0.6319429740177098	85669.20000000298	84773.20000000298	True	gasperini2019	K562	BLOC1S2	BLOC1S2		gasperini2019_BLOC1S2_100371111-100371629	not_fulco	100370370	100372370	84709
chr10	100518862	100520862	100561912	100562454	100323254	100716470	100462518	100577206	100519862	100519990	448	False	0.0327496468120879	42321.0	42321.0	True	gasperini2019	K562	SEC31B	SEC31B		gasperini2019_SEC31B_100561912-100562454	not_fulco	100561183	100563183	42257
chr10	100528913	100530913	100561912	100562454	100333305	100726521	100472569	100587257	100529785	100529913	447	False	0.0427799105736278	32270.333333328366	32398.333333328366	True	gasperini2019	K562	NDUFB8	NDUFB8		gasperini2019_NDUFB8_100561912-100562454	not_fulco	100561183	100563183	32334
chr10	103980718	103982718	103965927	103966042	103785110	104178326	103924374	104039062	103967126	103967254	334	False	31.35005746497373	-15734.0	-1142.0	True	gasperini2019	K562	SLK	SLK		gasperini2019_SLK_103965927-103966042	not_fulco	103964984	103966984	1206
chr10	104253788	104255788	104339608	104341027	104058180	104451396	104197444	104312132	104254788	104254916	448	False	1.054991033742941	85529.0	85529.0	True	gasperini2019	K562	GSTO1	GSTO1		gasperini2019_GSTO1_104339608-104341027	not_fulco	104339317	104341317	85465
chr10	104253788	104255788	104347420	104347511	104058180	104451396	104197444	104312132	104254788	104254916	448	False	0.1442390409871111	92677.0	92677.0	True	gasperini2019	K562	GSTO1	GSTO1		gasperini2019_GSTO1_104347420-104347511	not_fulco	104346465	104348465	92613
chr10	104253788	104255788	104350194	104350473	104058180	104451396	104197444	104312132	104254788	104254916	448	False	0.1148416955851954	95545.0	95545.0	True	gasperini2019	K562	GSTO1	GSTO1		gasperini2019_GSTO1_104350194-104350473	not_fulco	104349333	104351333	95481
chr10	119079821	119081821	119090928	119091415	118884213	119277429	119023477	119138165	119080693	119080821	447	False	0.2667835845044378	10350.0	10478.0	True	gasperini2019	K562	EIF3A	EIF3A		gasperini2019_EIF3A_119090928-119091415	not_fulco	119090171	119092171	10414
chr10	119079821	119081821	119189821	119190185	118884213	119277429	119023477	119138165	119080693	119080821	447	False	0.0331197584921896	109182.0	109310.0	True	gasperini2019	K562	EIF3A	EIF3A		gasperini2019_EIF3A_119189821-119190185	not_fulco	119189003	119191003	109246
chr10	119177813	119179813	119090928	119091415	118982205	119375421	119121469	119236157	119178813	119178941	448	False	0.0318951917851886	-87642.0	-87642.0	True	gasperini2019	K562	PRDX3	PRDX3		gasperini2019_PRDX3_119090928-119091415	not_fulco	119090171	119092171	87706
chr10	119177813	119179813	119189821	119190185	118982205	119375421	119121469	119236157	119178813	119178941	448	False	0.3235317963164656	11190.0	11190.0	True	gasperini2019	K562	PRDX3	PRDX3		gasperini2019_PRDX3_119189821-119190185	not_fulco	119189003	119191003	11126
chr10	11836019	11838019	11901748	11902538	11640411	12033627	11779675	11894363	11823323	11823451	341	False	0.1201533750662112	65123.75	78819.75	True	gasperini2019	K562	PROSER2	PROSER2		gasperini2019_PROSER2_11901748-11902538	not_fulco	11901143	11903143	78756
chr10	12079352	12081352	12051400	12051503	11883744	12276960	12023008	12137696	12068960	12069088	359	False	0.171790781122835	-28901.25	-17509.25	True	gasperini2019	K562	DHTKD1	DHTKD1		gasperini2019_DHTKD1_12051400-12051503	not_fulco	12050451	12052451	17573
chr10	12079352	12081352	12055812	12056077	11883744	12276960	12023008	12137696	12068960	12069088	359	False	0.8332507292566984	-24408.25	-13016.25	True	gasperini2019	K562	DHTKD1	DHTKD1		gasperini2019_DHTKD1_12055812-12056077	not_fulco	12054944	12056944	13080
chr10	12079352	12081352	12063452	12063805	11883744	12276960	12023008	12137696	12068960	12069088	359	False	0.5680834705682404	-16724.25	-5332.25	True	gasperini2019	K562	DHTKD1	DHTKD1		gasperini2019_DHTKD1_12063452-12063805	not_fulco	12062628	12064628	5396
chr10	22347040	22349040	22230427	22230804	22151432	22544648	22290696	22405384	22345352	22345480	427	False	0.0600346875653676	-117424.83333333208	-114736.83333333208	True	gasperini2019	K562	SPAG6	SPAG6		gasperini2019_SPAG6_22230427-22230804	not_fulco	22229615	22231615	114801
chr10	22322844	22324844	22228945	22229739	22127236	22520452	22266500	22381188	22321028	22321156	426	False	0.215045322703786	-94502.25	-91686.25	True	gasperini2019	K562	BMI1	BMI1		gasperini2019_BMI1_22228945-22229739	not_fulco	22228342	22230342	91750
chr10	22315787	22317787	22230427	22230804	22120179	22513395	22259443	22374131	22316403	22316531	445	False	0.0802927894844334	-86172.39999999851	-85788.39999999851	True	gasperini2019	K562	COMMD3	COMMD3		gasperini2019_COMMD3_22230427-22230804	not_fulco	22229615	22231615	85852
chr10	23094578	23096578	23047306	23048000	22898970	23292186	23038234	23152922	23095578	23095706	448	False	0.3042838949204486	-47925.0	-47925.0	True	gasperini2019	K562	MSRB2	MSRB2		gasperini2019_MSRB2_23047306-23048000	not_fulco	23046653	23048653	47989
chr1	179024848	179026848	179016950	179017461	178829240	179222456	178968504	179083192	179025848	179025976	448	True	1.1758618110392804	-8643.0	-8643.0	True	gasperini2019	K562	FAM20B	FAM20B		gasperini2019_FAM20B_179016950-179017461	not_fulco	179016205	179018205	8707
chr1	179024848	179026848	179017896	179018230	178829240	179222456	178968504	179083192	179025848	179025976	448	False	1.35856966522158	-7785.0	-7785.0	True	gasperini2019	K562	FAM20B	FAM20B		gasperini2019_FAM20B_179017896-179018230	not_fulco	179017063	179019063	7849
chr1	179292885	179294885	179292465	179292697	179097277	179490493	179236541	179351229	179293757	179293885	447	False	2.126999202975558	-1304.25	-1176.25	True	gasperini2019	K562	SOAT1	SOAT1		gasperini2019_SOAT1_179292465-179292697	not_fulco	179291581	179293581	1240
chr1	179196094	179198094	179292465	179292697	179000486	179393702	179139750	179254438	179229606	179229734	702	False	0.039727954180503	95487.375	62975.375	True	gasperini2019	K562	ABL2	ABL2		gasperini2019_ABL2_179292465-179292697	not_fulco	179291581	179293581	62911
chr1	184753884	184755884	184768423	184768819	184558276	184951492	184697540	184812228	184754756	184754884	447	False	0.7893642268580289	13737.5	13865.5	True	gasperini2019	K562	EDEM3	EDEM3		gasperini2019_EDEM3_184768423-184768819	not_fulco	184767621	184769621	13801
chr1	184753884	184755884	184771258	184771612	184558276	184951492	184697540	184812228	184754756	184754884	447	False	0.4184478537463653	16551.5	16679.5	True	gasperini2019	K562	EDEM3	EDEM3		gasperini2019_EDEM3_184771258-184771612	not_fulco	184770435	184772435	16615
chr1	186374425	186376425	186288362	186288695	186178817	186572033	186318081	186432769	186375169	186375297	446	False	0.0540346392529599	-86896.66666665673	-86640.66666665673	True	gasperini2019	K562	TPR	TPR		gasperini2019_TPR_186288362-186288695	not_fulco	186287528	186289528	86705
chr1	193104774	193106774	192977235	192977769	192909166	193302382	193048430	193163118	193105390	193105518	445	False	0.0454957589067539	-128271.5	-127887.5	True	gasperini2019	K562	GLRX2	GLRX2		gasperini2019_GLRX2_192977235-192977769	not_fulco	192976502	192978502	127952
chr1	201505353	201507353	201605166	201605449	201309745	201702961	201449009	201563697	201507121	201507249	454	False	0.0106217843935076	98954.0	98186.0	True	gasperini2019	K562	CSRP1	CSRP1		gasperini2019_CSRP1_201605166-201605449	not_fulco	201604307	201606307	98122
chr1	201699148	201701148	201571066	201571466	201503540	201896756	201642804	201757492	201648180	201648308	42	False	0.0658039889861715	-128881.66666665672	-76913.66666665673	True	gasperini2019	K562	NAV1	NAV1		gasperini2019_NAV1_201571066-201571466	not_fulco	201570266	201572266	76978
chr1	201699148	201701148	201578184	201578837	201503540	201896756	201642804	201757492	201648180	201648308	42	False	0.2663087044846535	-121637.66666665672	-69669.66666665673	True	gasperini2019	K562	NAV1	NAV1		gasperini2019_NAV1_201578184-201578837	not_fulco	201577510	201579510	69734
chr1	201699148	201701148	201594550	201595190	201503540	201896756	201642804	201757492	201648180	201648308	42	False	0.0304810628979361	-105277.66666665672	-53309.66666665673	True	gasperini2019	K562	NAV1	NAV1		gasperini2019_NAV1_201594550-201595190	not_fulco	201593870	201595870	53374
chr1	202143741	202145741	202164408	202165009	201948133	202341349	202087397	202202085	202144613	202144741	447	False	1.1046126601766608	19967.0	20095.0	True	gasperini2019	K562	ARL8A	ARL8A		gasperini2019_ARL8A_202164408-202165009	not_fulco	202163708	202165708	20031
chr1	202143741	202145741	202165392	202166940	201948133	202341349	202087397	202202085	202144613	202144741	447	False	0.936474820065652	21425.0	21553.0	True	gasperini2019	K562	ARL8A	ARL8A		gasperini2019_ARL8A_202165392-202166940	not_fulco	202165166	202167166	21489
chr1	201985200	201987200	202076735	202077215	201789592	202182808	201928856	202043544	201982616	201982744	420	False	0.0367989116548612	90775.5	94359.5	True	gasperini2019	K562	RNPEP	RNPEP		gasperini2019_RNPEP_202076735-202077215	not_fulco	202075975	202077975	94295
chr1	202340937	202342937	202343858	202344032	202145329	202538545	202284593	202399281	202341937	202342065	448	False	0.8774943560718065	2008.0	2008.0	True	gasperini2019	K562	UBE2T	UBE2T		gasperini2019_UBE2T_202343858-202344032	not_fulco	202342945	202344945	1944
chr1	204486509	204488509	204565661	204566591	204290901	204684117	204430165	204544853	204494677	204494805	504	False	0.0470710518023404	78616.80000001192	71448.80000001192	True	gasperini2019	K562	PIK3C2B	PIK3C2B		gasperini2019_PIK3C2B_204565661-204566591	not_fulco	204565126	204567126	71385
chr1	204520894	204522894	204506479	204506789	204325286	204718502	204464550	204579238	204516390	204516518	405	False	2.128565150053781	-15260.083333343267	-9756.083333343267	True	gasperini2019	K562	MDM4	MDM4		gasperini2019_MDM4_204506479-204506789	not_fulco	204505634	204507634	9820
chr1	204520894	204522894	204565661	204566591	204325286	204718502	204464550	204579238	204516390	204516518	405	False	0.0676205525386509	44231.91666665673	49735.91666665673	True	gasperini2019	K562	MDM4	MDM4		gasperini2019_MDM4_204565661-204566591	not_fulco	204565126	204567126	49672
chr1	204410818	204412818	204506940	204507293	204215210	204608426	204354474	204469162	204411818	204411946	448	False	0.3154777685851224	95298.0	95298.0	True	gasperini2019	K562	PPP1R15B	PPP1R15B		gasperini2019_PPP1R15B_204506940-204507293	not_fulco	204506116	204508116	95234
chr11	322247	324247	267065	267859	126639	519855	265903	380591	320815	320943	429	False	0.3929827878800183	-55784.666666666686	-53352.666666666686	True	gasperini2019	K562	IFITM3	IFITM3		gasperini2019_IFITM3_267065-267859	not_fulco	266462	268462	53417
chr11	312690	314690	267953	268471	117082	510298	256346	371034	313946	314074	450	False	0.8372593420649844	-45478.0	-45734.0	True	gasperini2019	K562	IFITM1	IFITM1		gasperini2019_IFITM1_267953-268471	not_fulco	267212	269212	45798
chr11	312690	314690	268806	269295	117082	510298	256346	371034	313946	314074	450	False	1.0937197216901282	-44640.0	-44896.0	True	gasperini2019	K562	IFITM1	IFITM1		gasperini2019_IFITM1_268806-269295	not_fulco	268050	270050	44960
chr11	312690	314690	335877	336011	117082	510298	256346	371034	313946	314074	450	False	0.5063582662344304	22254.0	21998.0	True	gasperini2019	K562	IFITM1	IFITM1		gasperini2019_IFITM1_335877-336011	not_fulco	334944	336944	21934
chr11	237230	239230	355570	356606	41622	434838	180886	295574	236950	237078	438	False	0.6302604145536905	117858.16666666666	119138.16666666666	True	gasperini2019	K562	PSMD13	PSMD13		gasperini2019_PSMD13_355570-356606	not_fulco	355088	357088	119074
chr11	237230	239230	267065	267859	41622	434838	180886	295574	236950	237078	438	False	0.6871580086905226	29232.166666666657	30512.166666666657	True	gasperini2019	K562	PSMD13	PSMD13		gasperini2019_PSMD13_267065-267859	not_fulco	266462	268462	30448
chr1	206611459	206613459	206501060	206501637	206415851	206809067	206555115	206669803	206612459	206612587	448	False	0.0305225022021897	-111111.0	-111111.0	True	gasperini2019	K562	EIF2D	EIF2D		gasperini2019_EIF2D_206501060-206501637	not_fulco	206500348	206502348	111175
chr1	206683990	206685990	206735442	206736056	206488382	206881598	206627646	206742334	206684862	206684990	447	False	0.0251040994995087	50759.5	50887.5	True	gasperini2019	K562	MAPKAPK2	MAPKAPK2		gasperini2019_MAPKAPK2_206735442-206736056	not_fulco	206734749	206736749	50823
chr1	211578162	211580162	211630096	211631491	211382554	211775770	211521818	211636506	211579162	211579290	448	False	0.4618327500677887	51631.0	51631.0	True	gasperini2019	K562	SLC30A1	SLC30A1		gasperini2019_SLC30A1_211630096-211631491	not_fulco	211629793	211631793	51567
chr1	211578162	211580162	211633097	211633811	211382554	211775770	211521818	211636506	211579162	211579290	448	False	0.1013948950236683	54292.0	54292.0	True	gasperini2019	K562	SLC30A1	SLC30A1		gasperini2019_SLC30A1_211633097-211633811	not_fulco	211632454	211634454	54228
chr1	211674604	211676604	211613998	211614245	211478996	211872212	211618260	211732948	211675604	211675732	448	False	0.3617405464548858	-61482.66666665673	-61482.66666665673	True	gasperini2019	K562	NEK2	NEK2		gasperini2019_NEK2_211613998-211614245	not_fulco	211613121	211615121	61547
chr1	211674604	211676604	211614747	211614946	211478996	211872212	211618260	211732948	211675604	211675732	448	False	0.0985176757100088	-60757.66666665673	-60757.66666665673	True	gasperini2019	K562	NEK2	NEK2		gasperini2019_NEK2_211614747-211614946	not_fulco	211613846	211615846	60822
chr11	34051172	34053172	33941545	33942142	33855564	34248780	33994828	34109516	34052300	34052428	449	False	0.4629451392849706	-110329.0	-110457.0	True	gasperini2019	K562	CAPRIN1	CAPRIN1		gasperini2019_CAPRIN1_33941545-33942142	not_fulco	33940843	33942843	110521
chr11	34051172	34053172	33944635	33945258	33855564	34248780	33994828	34109516	34052300	34052428	449	False	0.2838529173924586	-107226.0	-107354.0	True	gasperini2019	K562	CAPRIN1	CAPRIN1		gasperini2019_CAPRIN1_33944635-33945258	not_fulco	33943946	33945946	107418
chr11	34051172	34053172	34044888	34045361	33855564	34248780	33994828	34109516	34052300	34052428	449	False	3.150481531319677	-7048.0	-7176.0	True	gasperini2019	K562	CAPRIN1	CAPRIN1		gasperini2019_CAPRIN1_34044888-34045361	not_fulco	34044124	34046124	7240
chr11	34437933	34439933	34371462	34371837	34242325	34635541	34381589	34496277	34438933	34439061	448	False	0.1139659352056209	-67284.0	-67284.0	True	gasperini2019	K562	CAT	CAT		gasperini2019_CAT_34371462-34371837	not_fulco	34370649	34372649	67348
chr1	224329152	224331152	224204719	224205182	224133544	224526760	224272808	224387496	224330152	224330280	448	False	0.0659786342408383	-125202.30000001192	-125202.30000001192	True	gasperini2019	K562	NVL	NVL		gasperini2019_NVL_224204719-224205182	not_fulco	224203950	224205950	125266
chr1	224329152	224331152	224333463	224333590	224133544	224526760	224272808	224387496	224330152	224330280	448	False	3.1602974502327337	3373.699999988079	3373.699999988079	True	gasperini2019	K562	NVL	NVL		gasperini2019_NVL_224333463-224333590	not_fulco	224332526	224334526	3310
chr1	224355874	224357874	224333463	224333590	224160266	224553482	224299530	224414218	224356874	224357002	448	False	0.4566464513534204	-23348.25	-23348.25	True	gasperini2019	K562	CNIH4	CNIH4		gasperini2019_CNIH4_224333463-224333590	not_fulco	224332526	224334526	23412
chr1	224355874	224357874	224334092	224334174	224160266	224553482	224299530	224414218	224356874	224357002	448	False	0.4876594019677898	-22741.25	-22741.25	True	gasperini2019	K562	CNIH4	CNIH4		gasperini2019_CNIH4_224334092-224334174	not_fulco	224333133	224335133	22805
chr1	225998344	226000344	225978440	225978577	225802736	226195952	225942000	226056688	225999344	225999472	448	False	0.0878111175988223	-20836.0	-20836.0	True	gasperini2019	K562	SDE2	SDE2		gasperini2019_SDE2_225978440-225978577	not_fulco	225977508	225979508	20900
chr1	225998344	226000344	226002118	226002281	225802736	226195952	225942000	226056688	225999344	225999472	448	False	11.197797176007006	2855.0	2855.0	True	gasperini2019	K562	SDE2	SDE2		gasperini2019_SDE2_226002118-226002281	not_fulco	226001199	226003199	2791
chr1	225998344	226000344	226002696	226003260	225802736	226195952	225942000	226056688	225999344	225999472	448	False	9.015845895535223	3634.0	3634.0	True	gasperini2019	K562	SDE2	SDE2		gasperini2019_SDE2_226002696-226003260	not_fulco	226001978	226003978	3570
chr1	226061965	226063965	225978440	225978577	225866357	226259573	226005621	226120309	226062709	226062837	446	False	0.0217294079481365	-84456.75	-84200.75	True	gasperini2019	K562	H3F3A	H3F3A		gasperini2019_H3F3A_225978440-225978577	not_fulco	225977508	225979508	84265
chr11	46293647	46295647	46249486	46250051	46098039	46491255	46237303	46351991	46295031	46295159	451	False	0.7104362089439186	-44879.33333333582	-45263.33333333582	True	gasperini2019	K562	CREB3L1	CREB3L1		gasperini2019_CREB3L1_46249486-46250051	not_fulco	46248768	46250768	45327
chr11	46293647	46295647	46250448	46250760	46098039	46491255	46237303	46351991	46295031	46295159	451	False	0.5623893030847812	-44043.33333333582	-44427.33333333582	True	gasperini2019	K562	CREB3L1	CREB3L1		gasperini2019_CREB3L1_46250448-46250760	not_fulco	46249604	46251604	44491
chr11	46380380	46382380	46250448	46250760	46184772	46577988	46324036	46438724	46381636	46381764	450	False	0.1906816157176182	-130776.33333333582	-131032.33333333582	True	gasperini2019	K562	MDK	MDK		gasperini2019_MDK_46250448-46250760	not_fulco	46249604	46251604	131096
chr11	46567133	46569133	46597652	46597996	46371525	46764741	46510789	46625477	46593989	46594117	650	False	0.6317571883269376	29691.42857142538	3835.4285714253774	True	gasperini2019	K562	AMBRA1	AMBRA1		gasperini2019_AMBRA1_46597652-46597996	not_fulco	46596824	46598824	3771
chr1	229637546	229639546	229753635	229754261	229441938	229835154	229581202	229695890	229626130	229626258	351	False	0.0431963685670249	115402.0	127818.0	True	gasperini2019	K562	URB2	URB2		gasperini2019_URB2_229753635-229754261	not_fulco	229752948	229754948	127754
chr1	229622138	229624138	229753635	229754261	229426530	229819746	229565794	229680482	229625954	229626082	470	False	0.043136802264941	130810.5	127994.5	True	gasperini2019	K562	TAF5L	TAF5L		gasperini2019_TAF5L_229753635-229754261	not_fulco	229752948	229754948	127930
chr11	57236258	57238258	57126684	57127175	57040650	57433866	57179914	57294602	57237258	57237386	448	False	0.1001245045381108	-110329.5	-110329.5	True	gasperini2019	K562	APLNR	APLNR		gasperini2019_APLNR_57126684-57127175	not_fulco	57125929	57127929	110393
chr11	57236258	57238258	57239422	57239638	57040650	57433866	57179914	57294602	57237258	57237386	448	False	1.2266635311193044	2271.5	2271.5	True	gasperini2019	K562	APLNR	APLNR		gasperini2019_APLNR_57239422-57239638	not_fulco	57238530	57240530	2208
chr1	231240211	231242211	231159758	231160623	231044603	231437819	231183867	231298555	231241083	231241211	447	False	0.1065332875508005	-81020.66666665673	-80892.66666665673	True	gasperini2019	K562	GNPAT	GNPAT		gasperini2019_GNPAT_231159758-231160623	not_fulco	231159190	231161190	80957
chr11	59614775	59616775	59537198	59538062	59419167	59812383	59558431	59673119	59615775	59615903	448	False	0.489795212425619	-78145.0	-78145.0	True	gasperini2019	K562	OSBP	OSBP		gasperini2019_OSBP_59537198-59538062	not_fulco	59536630	59538630	78209
chr11	59614775	59616775	59544998	59545712	59419167	59812383	59558431	59673119	59615775	59615903	448	False	1.5973841105154785	-70420.0	-70420.0	True	gasperini2019	K562	OSBP	OSBP		gasperini2019_OSBP_59544998-59545712	not_fulco	59544355	59546355	70484
chr11	59614775	59616775	59550269	59550791	59419167	59812383	59558431	59673119	59615775	59615903	448	False	0.6348010982642348	-65245.0	-65245.0	True	gasperini2019	K562	OSBP	OSBP		gasperini2019_OSBP_59550269-59550791	not_fulco	59549530	59551530	65309
chr1	234608526	234610526	234601661	234601999	234412918	234806134	234552182	234666870	234609526	234609654	448	False	0.947452537235252	-7696.0	-7696.0	True	gasperini2019	K562	IRF2BP2	IRF2BP2		gasperini2019_IRF2BP2_234601661-234601999	not_fulco	234600830	234602830	7760
chr1	234608526	234610526	234612478	234613079	234412918	234806134	234552182	234666870	234609526	234609654	448	False	4.8300024504151295	3252.0	3252.0	True	gasperini2019	K562	IRF2BP2	IRF2BP2		gasperini2019_IRF2BP2_234612478-234613079	not_fulco	234611778	234613778	3188
chr1	234372576	234374576	234491170	234491472	234176968	234570184	234316232	234430920	234373448	234373576	447	False	0.0232717487452067	117745.0	117873.0	True	gasperini2019	K562	COA6	COA6		gasperini2019_COA6_234491170-234491472	not_fulco	234490321	234492321	117809
